driver,team,track,location,date,compound,fresh_tyre,stint_num,laps_in_stint,tire_life,avg_lap_time_first_3,avg_lap_time_last_3,lap_time_diff_first_last,temp_C,humidity_%,pressure_hPa,rainfall_mm,wind_speed_kmh,wind_direction_deg,starting_position,laps_remaining_when_stint_started,tire_age_at_start,track_status_flag_rate,nearby_pit_count,prior_pit_count
VER,Red Bull Racing,British Grand Prix,Silverstone,2022-07-03,HARD,True,4.0,13,11.0,94.83866666666667,94.33833333333332,-0.5003333333333444,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,8.0,27.0,2.0,1.0,0,0
VER,Red Bull Racing,British Grand Prix,Silverstone,2022-07-03,SOFT,True,5.0,10,6.0,92.60366666666665,93.16333333333334,0.5596666666666863,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,8.0,9.0,4.0,1.0,0,0
GAS,AlphaTauri,British Grand Prix,Silverstone,2022-07-03,SOFT,True,2.0,13,7.0,107.82566666666666,95.54433333333333,-12.281333333333336,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,7.0,49.0,2.0,1.0,0,0
GAS,AlphaTauri,British Grand Prix,Silverstone,2022-07-03,HARD,False,3.0,8,3.0,94.831,94.839,0.007999999999995566,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,16.0,34.0,3.0,1.0,0,0
PER,Red Bull Racing,British Grand Prix,Silverstone,2022-07-03,MEDIUM,False,3.0,32,4.0,93.41733333333332,92.49433333333333,-0.9229999999999876,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,16.0,45.0,3.0,1.0,0,0
PER,Red Bull Racing,British Grand Prix,Silverstone,2022-07-03,SOFT,True,4.0,10,8.0,92.06333333333333,91.48966666666666,-0.5736666666666679,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,3.0,9.0,4.0,1.0,0,0
ALO,Alpine,British Grand Prix,Silverstone,2022-07-03,MEDIUM,True,2.0,30,21.0,109.57566666666666,93.84566666666666,-15.730000000000004,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,8.0,49.0,2.0,1.0,0,0
ALO,Alpine,British Grand Prix,Silverstone,2022-07-03,SOFT,True,4.0,10,3.0,92.08533333333332,91.71966666666667,-0.36566666666665526,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,5.0,9.0,4.0,1.0,0,0
LEC,Ferrari,British Grand Prix,Silverstone,2022-07-03,MEDIUM,True,2.0,22,7.0,112.5,92.99000000000001,-19.50999999999999,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,3.0,49.0,2.0,1.0,0,0
LEC,Ferrari,British Grand Prix,Silverstone,2022-07-03,HARD,True,3.0,22,3.0,92.12766666666668,91.59966666666666,-0.52800000000002,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,3.0,25.0,2.0,1.0,0,0
STR,Aston Martin,British Grand Prix,Silverstone,2022-07-03,MEDIUM,False,2.0,12,6.0,103.45100000000001,95.64366666666666,-7.807333333333347,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,16.0,49.0,4.0,1.0,0,0
STR,Aston Martin,British Grand Prix,Silverstone,2022-07-03,HARD,False,3.0,21,8.0,95.15866666666666,93.75266666666666,-1.406000000000006,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,17.0,35.0,3.0,1.0,0,0
STR,Aston Martin,British Grand Prix,Silverstone,2022-07-03,MEDIUM,False,4.0,10,6.0,93.85066666666667,92.53566666666667,-1.3149999999999977,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,12.0,9.0,6.0,1.0,0,0
MAG,Haas F1 Team,British Grand Prix,Silverstone,2022-07-03,MEDIUM,False,2.0,19,12.0,106.474,95.084,-11.39,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,15.0,49.0,4.0,1.0,0,0
MAG,Haas F1 Team,British Grand Prix,Silverstone,2022-07-03,MEDIUM,True,3.0,24,5.0,94.15033333333334,92.87033333333333,-1.2800000000000011,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,12.0,28.0,2.0,1.0,0,0
TSU,AlphaTauri,British Grand Prix,Silverstone,2022-07-03,SOFT,True,2.0,15,6.0,106.99733333333334,96.09966666666666,-10.89766666666668,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,9.0,49.0,2.0,1.0,0,0
TSU,AlphaTauri,British Grand Prix,Silverstone,2022-07-03,HARD,False,3.0,18,4.0,95.82733333333333,94.718,-1.1093333333333248,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,17.0,32.0,3.0,1.0,0,0
RIC,McLaren,British Grand Prix,Silverstone,2022-07-03,MEDIUM,False,2.0,17,13.0,107.52966666666667,95.36266666666666,-12.167000000000016,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,12.0,49.0,3.0,1.0,0,0
RIC,McLaren,British Grand Prix,Silverstone,2022-07-03,SOFT,True,5.0,10,6.0,94.02366666666667,94.46233333333333,0.43866666666666276,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,13.0,9.0,5.0,1.0,0,0
OCO,Alpine,British Grand Prix,Silverstone,2022-07-03,SOFT,True,2.0,19,6.0,105.87166666666667,95.026,-10.845666666666673,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,11.0,49.0,2.0,1.0,0,0
OCO,Alpine,British Grand Prix,Silverstone,2022-07-03,HARD,True,3.0,14,3.0,94.39233333333334,93.84033333333332,-0.5520000000000209,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,10.0,28.0,2.0,1.0,0,0
NOR,McLaren,British Grand Prix,Silverstone,2022-07-03,MEDIUM,False,2.0,31,14.0,110.09166666666665,93.76233333333334,-16.32933333333331,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,5.0,49.0,3.0,1.0,0,0
NOR,McLaren,British Grand Prix,Silverstone,2022-07-03,SOFT,True,4.0,10,3.0,92.051,92.32666666666665,0.27566666666665185,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,6.0,9.0,3.0,1.0,0,0
HAM,Mercedes,British Grand Prix,Silverstone,2022-07-03,MEDIUM,True,2.0,30,9.0,112.00133333333333,92.432,-19.569333333333333,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,6.0,49.0,2.0,1.0,0,0
HAM,Mercedes,British Grand Prix,Silverstone,2022-07-03,SOFT,True,4.0,10,3.0,92.073,91.39466666666668,-0.6783333333333132,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,4.0,9.0,4.0,1.0,0,0
MSC,Haas F1 Team,British Grand Prix,Silverstone,2022-07-03,MEDIUM,True,2.0,16,6.0,104.55566666666668,95.25533333333334,-9.300333333333342,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,17.0,49.0,2.0,1.0,0,0
MSC,Haas F1 Team,British Grand Prix,Silverstone,2022-07-03,HARD,True,3.0,17,8.0,94.41466666666668,93.64500000000002,-0.7696666666666516,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,12.0,31.0,2.0,1.0,0,0
MSC,Haas F1 Team,British Grand Prix,Silverstone,2022-07-03,SOFT,True,4.0,10,7.0,93.07933333333334,93.163,0.08366666666665878,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,9.0,9.0,4.0,1.0,0,0
VET,Aston Martin,British Grand Prix,Silverstone,2022-07-03,MEDIUM,False,3.0,31,16.0,95.11899999999999,93.80533333333334,-1.3136666666666486,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,17.0,44.0,4.0,1.0,0,0
VET,Aston Martin,British Grand Prix,Silverstone,2022-07-03,MEDIUM,False,4.0,10,8.0,93.77466666666668,92.88166666666666,-0.8930000000000149,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,7.0,9.0,6.0,1.0,0,0
SAI,Ferrari,British Grand Prix,Silverstone,2022-07-03,MEDIUM,True,2.0,16,3.0,93.552,93.156,-0.3960000000000008,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,1.0,48.0,3.0,1.0,0,0
SAI,Ferrari,British Grand Prix,Silverstone,2022-07-03,HARD,True,3.0,17,4.0,92.72666666666667,92.219,-0.5076666666666796,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,3.0,30.0,2.0,1.0,0,0
SAI,Ferrari,British Grand Prix,Silverstone,2022-07-03,SOFT,True,4.0,10,3.0,90.97133333333333,91.38033333333334,0.409000000000006,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,1.0,9.0,4.0,1.0,0,0
LAT,Williams,British Grand Prix,Silverstone,2022-07-03,SOFT,True,2.0,16,13.0,109.468,95.47800000000001,-13.989999999999995,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,10.0,49.0,2.0,1.0,0,0
LAT,Williams,British Grand Prix,Silverstone,2022-07-03,MEDIUM,True,3.0,17,3.0,94.15633333333335,94.70033333333333,0.5439999999999827,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,11.0,31.0,2.0,1.0,0,0
LAT,Williams,British Grand Prix,Silverstone,2022-07-03,SOFT,False,4.0,10,6.0,93.94966666666666,94.48899999999999,0.5393333333333317,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,11.0,9.0,5.0,1.0,0,0
BOT,Alfa Romeo,British Grand Prix,Silverstone,2022-07-03,MEDIUM,True,2.0,17,5.0,108.03699999999999,95.32466666666666,-12.712333333333333,18.25320197044335,59.748768472906406,1002.3581280788177,0.04433497536945813,1.4561576354679802,160.49261083743843,13.0,49.0,2.0,1.0,0,0
VER,Red Bull Racing,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,1.0,11,3.0,102.05666666666667,102.69533333333334,0.6386666666666656,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,1.0,54.0,2.0,1.0,0,0
VER,Red Bull Racing,United States Grand Prix,Austin,2022-10-23,HARD,True,2.0,12,18.0,102.27066666666667,101.43366666666667,-0.8370000000000033,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,1.0,41.0,2.0,1.0,0,0
VER,Red Bull Racing,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,3.0,20,7.0,100.02966666666667,100.49866666666667,0.4689999999999941,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,5.0,19.0,2.0,1.0,0,0
GAS,AlphaTauri,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,1.0,9,3.0,103.89133333333332,104.61500000000001,0.7236666666666878,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,8.0,54.0,2.0,1.0,0,0
GAS,AlphaTauri,United States Grand Prix,Austin,2022-10-23,HARD,False,2.0,11,13.0,103.84166666666665,103.10699999999999,-0.7346666666666692,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,13.0,43.0,3.0,1.0,0,0
GAS,AlphaTauri,United States Grand Prix,Austin,2022-10-23,HARD,False,3.0,23,4.0,102.47033333333333,102.62133333333334,0.15100000000001046,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,17.0,22.0,3.0,1.0,0,0
PER,Red Bull Racing,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,1.0,12,3.0,102.774,103.56600000000002,0.7920000000000158,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,6.0,54.0,2.0,1.0,0,0
PER,Red Bull Racing,United States Grand Prix,Austin,2022-10-23,HARD,True,2.0,14,14.0,102.28533333333333,101.94833333333332,-0.3370000000000033,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,5.0,40.0,2.0,1.0,0,0
PER,Red Bull Racing,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,3.0,17,5.0,100.04,100.64300000000001,0.6030000000000086,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,5.0,16.0,2.0,1.0,0,0
ALO,Alpine,United States Grand Prix,Austin,2022-10-23,HARD,True,1.0,16,10.0,104.76033333333334,104.35133333333333,-0.409000000000006,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,12.0,54.0,2.0,1.0,0,0
ALO,Alpine,United States Grand Prix,Austin,2022-10-23,HARD,True,3.0,31,28.0,104.64833333333333,102.907,-1.7413333333333298,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,16.0,30.0,4.0,1.0,0,0
LEC,Ferrari,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,1.0,16,11.0,103.87599999999999,102.81766666666668,-1.0583333333333087,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,9.0,54.0,2.0,1.0,0,0
LEC,Ferrari,United States Grand Prix,Austin,2022-10-23,HARD,True,2.0,9,7.0,102.11833333333333,101.80933333333333,-0.3089999999999975,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,4.0,30.0,8.0,1.0,0,0
LEC,Ferrari,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,3.0,20,7.0,100.49866666666667,101.14133333333332,0.6426666666666563,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,4.0,19.0,2.0,1.0,0,0
MAG,Haas F1 Team,United States Grand Prix,Austin,2022-10-23,HARD,True,1.0,16,11.0,105.97166666666668,104.95733333333332,-1.0143333333333544,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,18.0,54.0,2.0,1.0,0,0
MAG,Haas F1 Team,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,2.0,31,11.0,104.08999999999999,104.03766666666667,-0.052333333333322685,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,11.0,30.0,8.0,1.0,0,0
TSU,AlphaTauri,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,1.0,8,6.0,104.93,105.142,0.21199999999998909,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,14.0,54.0,2.0,1.0,0,0
TSU,AlphaTauri,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,2.0,13,3.0,103.35666666666667,103.14333333333333,-0.21333333333333826,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,16.0,44.0,2.0,1.0,0,0
TSU,AlphaTauri,United States Grand Prix,Austin,2022-10-23,HARD,True,3.0,22,3.0,102.26100000000001,102.50766666666665,0.24666666666664128,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,14.0,21.0,2.0,1.0,0,0
ALB,Williams,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,1.0,7,3.0,105.09133333333334,105.029,-0.06233333333334201,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,10.0,54.0,2.0,1.0,0,0
ALB,Williams,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,2.0,7,4.0,103.48166666666667,104.504,1.0223333333333358,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,15.0,45.0,2.0,1.0,0,0
ALB,Williams,United States Grand Prix,Austin,2022-10-23,HARD,True,3.0,31,7.0,104.70566666666667,104.032,-0.6736666666666764,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,14.0,30.0,8.0,1.0,0,0
ZHO,Alfa Romeo,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,1.0,7,6.0,104.86133333333332,104.76333333333334,-0.09799999999998477,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,16.0,54.0,2.0,1.0,0,0
ZHO,Alfa Romeo,United States Grand Prix,Austin,2022-10-23,HARD,True,2.0,7,6.0,104.262,104.01233333333334,-0.2496666666666556,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,17.0,45.0,2.0,1.0,0,0
ZHO,Alfa Romeo,United States Grand Prix,Austin,2022-10-23,HARD,True,3.0,31,6.0,104.89933333333333,103.93166666666666,-0.9676666666666733,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,17.0,30.0,3.0,1.0,0,0
RIC,McLaren,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,1.0,8,3.0,104.843,105.055,0.2120000000000033,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,13.0,54.0,2.0,1.0,0,0
RIC,McLaren,United States Grand Prix,Austin,2022-10-23,HARD,True,2.0,15,5.0,104.51233333333333,104.54466666666667,0.032333333333340875,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,18.0,44.0,2.0,1.0,0,0
RIC,McLaren,United States Grand Prix,Austin,2022-10-23,HARD,True,3.0,20,4.0,102.85033333333332,102.645,-0.20533333333332848,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,17.0,19.0,2.0,1.0,0,0
OCO,Alpine,United States Grand Prix,Austin,2022-10-23,HARD,True,1.0,16,6.0,104.68900000000001,104.44600000000001,-0.242999999999995,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,19.0,54.0,2.0,1.0,0,0
OCO,Alpine,United States Grand Prix,Austin,2022-10-23,HARD,True,2.0,19,14.0,104.53800000000001,103.29233333333333,-1.2456666666666791,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,12.0,30.0,8.0,1.0,0,0
OCO,Alpine,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,3.0,10,5.0,101.329,102.04666666666667,0.7176666666666733,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,15.0,9.0,2.0,1.0,0,0
NOR,McLaren,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,1.0,12,11.0,104.50966666666666,104.46166666666666,-0.04800000000000182,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,7.0,54.0,2.0,1.0,0,0
NOR,McLaren,United States Grand Prix,Austin,2022-10-23,HARD,True,3.0,21,5.0,102.58333333333333,102.286,-0.29733333333332723,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,14.0,20.0,2.0,1.0,0,0
HAM,Mercedes,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,1.0,10,3.0,102.43266666666666,102.86633333333333,0.4336666666666673,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,2.0,54.0,2.0,1.0,0,0
HAM,Mercedes,United States Grand Prix,Austin,2022-10-23,HARD,True,2.0,12,17.0,102.54733333333336,101.36933333333333,-1.1780000000000257,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,6.0,42.0,2.0,1.0,0,0
HAM,Mercedes,United States Grand Prix,Austin,2022-10-23,HARD,True,3.0,21,4.0,100.55900000000001,101.79333333333334,1.2343333333333248,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,4.0,20.0,2.0,1.0,0,0
MSC,Haas F1 Team,United States Grand Prix,Austin,2022-10-23,HARD,True,1.0,16,4.0,105.29833333333333,105.05733333333332,-0.24100000000001387,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,17.0,54.0,2.0,1.0,0,0
MSC,Haas F1 Team,United States Grand Prix,Austin,2022-10-23,HARD,True,3.0,22,5.0,102.69233333333334,103.295,0.6026666666666642,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,16.0,21.0,2.0,1.0,0,0
VET,Aston Martin,United States Grand Prix,Austin,2022-10-23,MEDIUM,False,1.0,16,10.0,103.597,103.71100000000001,0.11400000000001853,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,5.0,54.0,3.0,1.0,0,0
VET,Aston Martin,United States Grand Prix,Austin,2022-10-23,MEDIUM,False,2.0,15,14.0,102.99466666666666,101.96199999999999,-1.032666666666671,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,6.0,30.0,9.0,1.0,0,0
VET,Aston Martin,United States Grand Prix,Austin,2022-10-23,HARD,False,3.0,14,4.0,102.02499999999999,102.44500000000001,0.4200000000000159,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,13.0,13.0,3.0,1.0,0,0
LAT,Williams,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,2.0,11,4.0,104.28933333333333,104.96966666666667,0.680333333333337,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,19.0,49.0,2.0,1.0,0,0
LAT,Williams,United States Grand Prix,Austin,2022-10-23,HARD,True,3.0,31,7.0,105.06566666666667,103.82499999999999,-1.2406666666666837,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,15.0,30.0,8.0,1.0,0,0
RUS,Mercedes,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,1.0,11,3.0,103.06200000000001,103.32466666666666,0.2626666666666466,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,4.0,54.0,2.0,1.0,0,0
RUS,Mercedes,United States Grand Prix,Austin,2022-10-23,HARD,True,2.0,13,11.0,102.65166666666666,101.86633333333333,-0.7853333333333268,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,8.0,41.0,2.0,1.0,0,0
RUS,Mercedes,United States Grand Prix,Austin,2022-10-23,HARD,True,3.0,16,8.0,101.253,101.455,0.20199999999999818,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,6.0,18.0,2.0,1.0,0,0
BOT,Alfa Romeo,United States Grand Prix,Austin,2022-10-23,MEDIUM,True,1.0,8,7.0,104.303,104.54733333333333,0.24433333333332996,29.28529411764706,49.62352941176471,991.1994117647057,0.0,5.487058823529411,107.73529411764706,11.0,54.0,2.0,1.0,0,0
VER,Red Bull Racing,Bahrain Grand Prix,Sakhir,2022-03-20,SOFT,False,1.0,12,3.0,98.26766666666667,99.47433333333333,1.2066666666666634,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,0.3049079754601227,124.42944785276073,2.0,55.0,5.0,1.0,0,0
VER,Red Bull Racing,Bahrain Grand Prix,Sakhir,2022-03-20,SOFT,True,2.0,14,4.0,97.403,98.99633333333333,1.5933333333333195,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,0.3049079754601227,124.42944785276073,2.0,41.0,2.0,1.0,0,0
VER,Red Bull Racing,Bahrain Grand Prix,Sakhir,2022-03-20,MEDIUM,True,3.0,11,3.0,96.41933333333333,97.48233333333333,1.0630000000000024,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,0.3049079754601227,124.42944785276073,4.0,25.0,2.0,1.0,0,0
GAS,AlphaTauri,Bahrain Grand Prix,Sakhir,2022-03-20,SOFT,False,1.0,12,4.0,100.09833333333334,101.23066666666666,1.132333333333321,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,0.3049079754601227,124.42944785276073,8.0,55.0,5.0,1.0,0,0
GAS,AlphaTauri,Bahrain Grand Prix,Sakhir,2022-03-20,MEDIUM,True,2.0,16,3.0,98.82033333333334,100.117,1.2966666666666669,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,0.3049079754601227,124.42944785276073,8.0,41.0,2.0,1.0,0,0
GAS,AlphaTauri,Bahrain Grand Prix,Sakhir,2022-03-20,HARD,True,3.0,11,9.0,98.23033333333335,98.50366666666666,0.2733333333333121,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,0.3049079754601227,124.42944785276073,10.0,23.0,2.0,1.0,0,0
PER,Red Bull Racing,Bahrain Grand Prix,Sakhir,2022-03-20,SOFT,False,1.0,13,6.0,99.10199999999999,99.927,0.825000000000017,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,0.3049079754601227,124.42944785276073,6.0,55.0,5.0,1.0,0,0
PER,Red Bull Racing,Bahrain Grand Prix,Sakhir,2022-03-20,MEDIUM,True,2.0,16,3.0,96.89999999999999,99.13099999999999,2.2309999999999945,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,0.3049079754601227,124.42944785276073,4.0,40.0,2.0,1.0,0,0
PER,Red Bull Racing,Bahrain Grand Prix,Sakhir,2022-03-20,SOFT,False,3.0,8,6.0,96.644,97.35733333333333,0.713333333333324,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,0.3049079754601227,124.42944785276073,4.0,22.0,5.0,1.0,0,0
ALO,Alpine,Bahrain Grand Prix,Sakhir,2022-03-20,SOFT,False,1.0,9,4.0,100.245,101.89733333333334,1.6523333333333312,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,0.3049079754601227,124.42944785276073,9.0,55.0,5.0,1.0,0,0
ALO,Alpine,Bahrain Grand Prix,Sakhir,2022-03-20,MEDIUM,True,2.0,12,8.0,99.67,100.30733333333332,0.6373333333333164,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,0.3049079754601227,124.42944785276073,17.0,44.0,2.0,1.0,0,0
ALO,Alpine,Bahrain Grand Prix,Sakhir,2022-03-20,HARD,True,3.0,15,5.0,98.52766666666668,100.05266666666667,1.5249999999999915,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,0.3049079754601227,124.42944785276073,14.0,30.0,2.0,1.0,0,0
ALO,Alpine,Bahrain Grand Prix,Sakhir,2022-03-20,SOFT,True,4.0,8,11.0,97.759,98.10000000000001,0.3410000000000082,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,0.3049079754601227,124.42944785276073,14.0,13.0,2.0,1.0,0,0
LEC,Ferrari,Bahrain Grand Prix,Sakhir,2022-03-20,SOFT,True,1.0,13,4.0,98.17966666666666,99.38799999999999,1.2083333333333286,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,0.3049079754601227,124.42944785276073,1.0,55.0,2.0,1.0,0,0
