driver,team,track,location,date,compound,fresh_tyre,stint_num,laps_in_stint,tire_life,avg_lap_time_first_3,avg_lap_time_last_3,lap_time_diff_first_last,temp_C,humidity_%,pressure_hPa,rainfall_mm,wind_speed_kmh,wind_direction_deg,starting_position,laps_remaining_when_stint_started,tire_age_at_start,track_status_flag_rate,nearby_pit_count,prior_pit_count
RUS,Mercedes,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,1.0,11,3.0,87.96933333333334,89.32066666666667,1.3513333333333293,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,3.0,64.0,5.0,1.0,0,0
RUS,Mercedes,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,True,2.0,21,8.0,87.932,89.15433333333334,1.2223333333333386,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,3.0,51.0,2.0,1.0,0,0
RUS,Mercedes,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,True,3.0,13,6.0,87.288,87.58066666666667,0.2926666666666762,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,3.0,28.0,2.0,1.0,0,0
RUS,Mercedes,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,4.0,14,3.0,85.14966666666668,89.15733333333333,4.007666666666651,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,3.0,13.0,4.0,1.0,0,0
SAI,Ferrari,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,1.0,8,4.0,88.23433333333332,94.75533333333333,6.521000000000001,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,5.0,64.0,5.0,1.0,0,0
SAI,Ferrari,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,True,2.0,19,5.0,88.234,89.002,0.7680000000000007,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,11.0,54.0,2.0,1.0,0,0
SAI,Ferrari,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,True,3.0,12,6.0,86.78433333333334,88.04433333333334,1.2600000000000051,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,7.0,33.0,2.0,1.0,0,0
SAI,Ferrari,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,4.0,20,6.0,86.16700000000002,88.039,1.8719999999999857,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,6.0,19.0,5.0,1.0,0,0
HAM,Mercedes,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,2.0,19,8.0,88.38100000000001,90.331,1.9499999999999886,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,19.0,63.0,4.0,1.0,0,0
HAM,Mercedes,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,True,3.0,24,5.0,87.51700000000001,87.61666666666667,0.09966666666666413,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,18.0,42.0,2.0,1.0,0,0
HAM,Mercedes,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,4.0,17,6.0,85.05366666666667,91.94133333333332,6.887666666666647,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,7.0,16.0,5.0,1.0,0,0
BOT,Alfa Romeo,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,1.0,12,5.0,88.88933333333334,89.276,0.38666666666665606,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,7.0,64.0,5.0,1.0,0,0
BOT,Alfa Romeo,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,True,2.0,18,7.0,88.40166666666669,89.125,0.723333333333315,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,5.0,50.0,2.0,1.0,0,0
BOT,Alfa Romeo,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,True,3.0,31,4.0,87.02433333333333,89.879,2.854666666666674,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,4.0,30.0,2.0,1.0,0,0
OCO,Alpine,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,True,1.0,11,5.0,89.49433333333333,89.67666666666666,0.18233333333333235,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,9.0,64.0,2.0,1.0,0,0
OCO,Alpine,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,True,2.0,20,5.0,88.85333333333331,89.64800000000001,0.7946666666666999,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,7.0,51.0,2.0,1.0,0,0
OCO,Alpine,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,3.0,15,4.0,87.31533333333334,88.205,0.8896666666666562,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,7.0,29.0,5.0,1.0,0,0
OCO,Alpine,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,4.0,13,3.0,86.10933333333332,87.96666666666665,1.8573333333333295,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,7.0,12.0,5.0,1.0,0,0
NOR,McLaren,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,True,1.0,10,5.0,89.94466666666666,89.90033333333334,-0.04433333333332712,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,10.0,64.0,2.0,1.0,0,0
NOR,McLaren,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,True,2.0,19,5.0,89.83033333333333,89.34366666666665,-0.4866666666666788,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,10.0,52.0,2.0,1.0,0,0
NOR,McLaren,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,3.0,16,7.0,88.20933333333333,88.87633333333333,0.6670000000000016,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,9.0,31.0,5.0,1.0,0,0
NOR,McLaren,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,4.0,14,3.0,85.78266666666667,88.48933333333332,2.7066666666666492,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,9.0,13.0,5.0,1.0,0,0
ALO,Alpine,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,True,2.0,19,8.0,89.42233333333333,89.87466666666666,0.45233333333332837,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,13.0,54.0,2.0,1.0,0,0
ALO,Alpine,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,True,3.0,20,7.0,88.11333333333333,88.16633333333334,0.05300000000001148,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,11.0,33.0,2.0,1.0,0,0
ALO,Alpine,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,4.0,11,5.0,86.73666666666668,88.06133333333332,1.3246666666666442,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,9.0,11.0,4.0,1.0,0,0
TSU,AlphaTauri,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,True,1.0,9,7.0,89.97466666666666,90.58433333333333,0.6096666666666692,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,11.0,64.0,2.0,1.0,0,0
TSU,AlphaTauri,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,True,2.0,19,6.0,88.94266666666665,89.67266666666667,0.7300000000000182,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,12.0,53.0,2.0,1.0,0,0
TSU,AlphaTauri,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,3.0,18,6.0,88.93900000000001,88.61633333333333,-0.3226666666666773,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,11.0,32.0,5.0,1.0,0,0
TSU,AlphaTauri,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,4.0,12,6.0,87.22766666666666,87.76633333333332,0.5386666666666571,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,11.0,12.0,5.0,1.0,0,0
VET,Aston Martin,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,1.0,19,4.0,90.30833333333334,90.81766666666665,0.5093333333333163,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,13.0,64.0,5.0,1.0,0,0
VET,Aston Martin,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,2.0,19,3.0,88.87599999999999,89.58,0.7040000000000077,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,16.0,43.0,5.0,1.0,0,0
VET,Aston Martin,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,False,3.0,22,6.0,88.09733333333334,88.33933333333333,0.24199999999999022,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,14.0,22.0,3.0,1.0,0,0
RIC,McLaren,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,1.0,9,3.0,89.53133333333334,91.14833333333333,1.6169999999999902,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,8.0,64.0,5.0,1.0,0,0
RIC,McLaren,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,2.0,18,3.0,89.26233333333334,90.55,1.2876666666666523,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,13.0,53.0,5.0,1.0,0,0
RIC,McLaren,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,True,3.0,15,5.0,88.46966666666667,89.20099999999998,0.7313333333333105,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,13.0,33.0,2.0,1.0,0,0
RIC,McLaren,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,4.0,16,5.0,87.46133333333334,89.08133333333332,1.6199999999999761,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,13.0,16.0,5.0,1.0,0,0
GAS,AlphaTauri,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,True,1.0,8,5.0,90.106,91.283,1.1770000000000067,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,12.0,64.0,2.0,1.0,0,0
GAS,AlphaTauri,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,True,2.0,17,7.0,89.65233333333333,90.94366666666667,1.2913333333333412,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,16.0,54.0,2.0,1.0,0,0
GAS,AlphaTauri,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,3.0,15,5.0,88.11833333333334,89.46433333333334,1.3460000000000036,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,14.0,35.0,5.0,1.0,0,0
GAS,AlphaTauri,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,4.0,18,6.0,87.09033333333332,88.96300000000001,1.8726666666666887,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,14.0,18.0,5.0,1.0,0,0
MSC,Haas F1 Team,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,1.0,10,4.0,89.64733333333334,91.24233333333332,1.5949999999999847,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,6.0,64.0,4.0,1.0,0,0
MSC,Haas F1 Team,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,2.0,16,3.0,89.43866666666668,90.52999999999999,1.09133333333331,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,14.0,52.0,5.0,1.0,0,0
MSC,Haas F1 Team,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,True,3.0,34,3.0,87.67999999999999,90.62833333333333,2.9483333333333377,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,12.0,34.0,2.0,1.0,0,0
STR,Aston Martin,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,2.0,11,3.0,88.72699999999999,90.212,1.4850000000000136,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,17.0,50.0,5.0,1.0,0,0
STR,Aston Martin,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,False,3.0,17,6.0,89.252,90.92033333333332,1.6683333333333223,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,15.0,37.0,3.0,1.0,0,0
STR,Aston Martin,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,4.0,18,4.0,88.156,88.846,0.6899999999999977,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,17.0,18.0,2.0,1.0,0,0
LAT,Williams,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,True,1.0,10,4.0,90.908,91.71199999999999,0.8039999999999878,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,18.0,64.0,2.0,1.0,0,0
LAT,Williams,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,True,2.0,12,3.0,89.825,91.16533333333332,1.3403333333333194,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,19.0,52.0,2.0,1.0,0,0
LAT,Williams,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,True,3.0,22,4.0,89.322,89.98700000000001,0.6650000000000063,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,18.0,38.0,2.0,1.0,0,0
LAT,Williams,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,4.0,13,4.0,87.544,90.03666666666668,2.492666666666679,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,17.0,14.0,5.0,1.0,0,0
MAG,Haas F1 Team,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,True,2.0,26,3.0,87.82333333333334,91.37566666666667,3.552333333333337,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,20.0,63.0,2.0,1.0,0,0
MAG,Haas F1 Team,Spanish Grand Prix,Barcelona,2022-05-22,HARD,True,3.0,34,4.0,88.10533333333332,92.916,4.810666666666677,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,18.0,35.0,2.0,1.0,0,0
ALB,Williams,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,True,1.0,9,7.0,91.01233333333333,91.55066666666669,0.5383333333333553,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,16.0,64.0,2.0,1.0,0,0
ALB,Williams,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,True,2.0,12,3.0,89.73866666666667,91.73933333333332,2.000666666666646,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,18.0,53.0,2.0,1.0,0,0
ALB,Williams,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,True,3.0,18,3.0,89.622,91.245,1.6230000000000047,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,20.0,39.0,2.0,1.0,0,0
ALB,Williams,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,True,4.0,7,5.0,89.18900000000001,89.82566666666666,0.6366666666666561,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,18.0,19.0,2.0,1.0,0,0
ALB,Williams,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,False,5.0,9,4.0,88.52133333333335,89.97266666666667,1.4513333333333236,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,18.0,10.0,5.0,1.0,0,0
ZHO,Alfa Romeo,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,True,1.0,8,4.0,90.40166666666666,90.81799999999998,0.416333333333327,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,17.0,64.0,2.0,1.0,0,0
ZHO,Alfa Romeo,Spanish Grand Prix,Barcelona,2022-05-22,MEDIUM,True,2.0,16,7.0,89.24833333333333,90.073,0.8246666666666584,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,17.0,54.0,2.0,1.0,0,0
LEC,Ferrari,Spanish Grand Prix,Barcelona,2022-05-22,SOFT,True,1.0,19,3.0,87.49866666666667,88.59933333333333,1.100666666666669,36.56585365853658,7.109756097560975,996.0158536585366,0.0,3.488414634146341,176.82926829268294,1.0,64.0,2.0,1.0,0,0
VER,Red Bull Racing,Monaco Grand Prix,Monaco,2022-05-29,MEDIUM,True,4.0,33,11.0,95.755,77.95200000000001,-17.802999999999983,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,3.0,32.0,2.0,1.0,0,0
GAS,AlphaTauri,Monaco Grand Prix,Monaco,2022-05-29,HARD,True,3.0,20,6.0,100.06466666666667,86.58300000000001,-13.481666666666655,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,18.0,60.0,2.0,1.0,0,0
GAS,AlphaTauri,Monaco Grand Prix,Monaco,2022-05-29,HARD,False,4.0,33,13.0,93.27033333333334,78.25033333333333,-15.02000000000001,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,12.0,32.0,10.0,1.0,0,0
PER,Red Bull Racing,Monaco Grand Prix,Monaco,2022-05-29,MEDIUM,True,4.0,33,12.0,95.859,77.87133333333334,-17.987666666666655,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,1.0,32.0,2.0,1.0,0,0
ALO,Alpine,Monaco Grand Prix,Monaco,2022-05-29,MEDIUM,True,3.0,33,25.0,94.61,78.77866666666667,-15.831333333333333,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,7.0,32.0,2.0,1.0,0,0
LEC,Ferrari,Monaco Grand Prix,Monaco,2022-05-29,HARD,False,4.0,33,16.0,95.23066666666666,78.202,-17.028666666666666,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,4.0,32.0,11.0,1.0,0,0
STR,Aston Martin,Monaco Grand Prix,Monaco,2022-05-29,HARD,False,5.0,45,10.0,96.43400000000001,78.56266666666666,-17.871333333333354,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,19.0,51.0,7.0,1.0,0,0
MAG,Haas F1 Team,Monaco Grand Prix,Monaco,2022-05-29,WET,True,2.0,17,16.0,106.09133333333334,95.47233333333334,-10.619,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,13.0,61.0,3.0,1.0,0,0
TSU,AlphaTauri,Monaco Grand Prix,Monaco,2022-05-29,HARD,True,3.0,15,11.0,98.86866666666667,87.07833333333333,-11.790333333333336,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,18.0,56.0,2.0,1.0,0,0
TSU,AlphaTauri,Monaco Grand Prix,Monaco,2022-05-29,MEDIUM,True,4.0,25,18.0,88.61066666666666,79.11166666666666,-9.498999999999995,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,15.0,33.0,2.0,1.0,0,0
ALB,Williams,Monaco Grand Prix,Monaco,2022-05-29,HARD,True,2.0,17,8.0,105.98533333333334,94.65666666666668,-11.328666666666663,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,16.0,61.0,3.0,1.0,0,0
ALB,Williams,Monaco Grand Prix,Monaco,2022-05-29,MEDIUM,False,4.0,18,11.0,85.211,79.553,-5.658000000000001,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,18.0,33.0,9.0,1.0,0,0
ZHO,Alfa Romeo,Monaco Grand Prix,Monaco,2022-05-29,MEDIUM,True,3.0,33,18.0,87.13966666666666,80.33533333333334,-6.804333333333318,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,16.0,33.0,2.0,1.0,0,0
RIC,McLaren,Monaco Grand Prix,Monaco,2022-05-29,HARD,True,2.0,21,9.0,106.151,84.02666666666666,-22.12433333333334,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,14.0,61.0,3.0,1.0,0,0
RIC,McLaren,Monaco Grand Prix,Monaco,2022-05-29,HARD,False,3.0,33,28.0,92.96866666666666,78.10033333333332,-14.86833333333334,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,13.0,32.0,13.0,1.0,0,0
OCO,Alpine,Monaco Grand Prix,Monaco,2022-05-29,MEDIUM,True,3.0,33,21.0,94.03933333333333,78.22666666666667,-15.812666666666658,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,9.0,32.0,2.0,1.0,0,0
NOR,McLaren,Monaco Grand Prix,Monaco,2022-05-29,HARD,False,4.0,19,14.0,94.682,78.16933333333334,-16.51266666666666,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,6.0,32.0,10.0,1.0,0,0
NOR,McLaren,Monaco Grand Prix,Monaco,2022-05-29,MEDIUM,True,5.0,12,11.0,76.74733333333332,75.872,-0.875333333333316,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,6.0,11.0,2.0,1.0,0,0
HAM,Mercedes,Monaco Grand Prix,Monaco,2022-05-29,MEDIUM,True,4.0,33,28.0,93.74899999999998,78.438,-15.310999999999979,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,8.0,32.0,2.0,1.0,0,0
VET,Aston Martin,Monaco Grand Prix,Monaco,2022-05-29,HARD,False,3.0,16,5.0,98.11166666666668,87.08533333333332,-11.026333333333355,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,16.0,56.0,3.0,1.0,0,0
VET,Aston Martin,Monaco Grand Prix,Monaco,2022-05-29,HARD,False,4.0,33,28.0,93.49466666666666,78.241,-15.25366666666666,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,11.0,32.0,10.0,1.0,0,0
SAI,Ferrari,Monaco Grand Prix,Monaco,2022-05-29,HARD,False,3.0,33,13.0,95.8,78.028,-17.77199999999999,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,2.0,32.0,11.0,1.0,0,0
LAT,Williams,Monaco Grand Prix,Monaco,2022-05-29,MEDIUM,True,4.0,52,6.0,101.43066666666668,81.18333333333334,-20.247333333333344,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,20.0,60.0,2.0,1.0,0,0
RUS,Mercedes,Monaco Grand Prix,Monaco,2022-05-29,MEDIUM,True,3.0,33,16.0,95.07966666666668,78.50099999999999,-16.57866666666669,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,5.0,32.0,2.0,1.0,0,0
BOT,Alfa Romeo,Monaco Grand Prix,Monaco,2022-05-29,HARD,False,3.0,33,18.0,93.868,78.37133333333334,-15.496666666666655,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,0.9902040816326529,206.38367346938776,10.0,32.0,12.0,1.0,0,0
VER,Red Bull Racing,Azerbaijan Grand Prix,Baku,2022-06-12,MEDIUM,True,1.0,14,5.0,108.63066666666667,109.16399999999999,0.5333333333333172,25.435403726708078,59.49068322981366,1009.9012422360249,0.0,1.529192546583851,266.2919254658385,3.0,49.0,2.0,1.0,0,0
VER,Red Bull Racing,Azerbaijan Grand Prix,Baku,2022-06-12,HARD,True,2.0,13,11.0,107.47233333333334,107.56033333333333,0.08799999999999386,25.435403726708078,59.49068322981366,1009.9012422360249,0.0,1.529192546583851,266.2919254658385,1.0,31.0,2.0,1.0,0,0
VER,Red Bull Racing,Azerbaijan Grand Prix,Baku,2022-06-12,HARD,True,3.0,16,5.0,106.60633333333332,106.89299999999999,0.28666666666666174,25.435403726708078,59.49068322981366,1009.9012422360249,0.0,1.529192546583851,266.2919254658385,1.0,15.0,3.0,1.0,0,0
GAS,AlphaTauri,Azerbaijan Grand Prix,Baku,2022-06-12,HARD,False,2.0,38,5.0,110.05533333333334,108.891,-1.1643333333333317,25.435403726708078,59.49068322981366,1009.9012422360249,0.0,1.529192546583851,266.2919254658385,8.0,40.0,2.0,1.0,0,0
PER,Red Bull Racing,Azerbaijan Grand Prix,Baku,2022-06-12,MEDIUM,True,1.0,12,4.0,108.355,110.07933333333334,1.724333333333334,25.435403726708078,59.49068322981366,1009.9012422360249,0.0,1.529192546583851,266.2919254658385,1.0,49.0,2.0,1.0,0,0
PER,Red Bull Racing,Azerbaijan Grand Prix,Baku,2022-06-12,HARD,True,2.0,15,3.0,107.51700000000001,108.27733333333333,0.7603333333333211,25.435403726708078,59.49068322981366,1009.9012422360249,0.0,1.529192546583851,266.2919254658385,3.0,33.0,2.0,1.0,0,0
PER,Red Bull Racing,Azerbaijan Grand Prix,Baku,2022-06-12,HARD,True,3.0,16,7.0,107.33033333333333,107.39033333333333,0.060000000000002274,25.435403726708078,59.49068322981366,1009.9012422360249,0.0,1.529192546583851,266.2919254658385,2.0,15.0,3.0,1.0,0,0
ALO,Alpine,Azerbaijan Grand Prix,Baku,2022-06-12,MEDIUM,True,1.0,14,6.0,111.18233333333335,111.23166666666667,0.04933333333332257,25.435403726708078,59.49068322981366,1009.9012422360249,0.0,1.529192546583851,266.2919254658385,10.0,49.0,2.0,1.0,0,0
ALO,Alpine,Azerbaijan Grand Prix,Baku,2022-06-12,HARD,True,2.0,30,7.0,109.89566666666667,108.50066666666667,-1.394999999999996,25.435403726708078,59.49068322981366,1009.9012422360249,0.0,1.529192546583851,266.2919254658385,14.0,31.0,2.0,1.0,0,0
LEC,Ferrari,Azerbaijan Grand Prix,Baku,2022-06-12,MEDIUM,True,1.0,7,5.0,108.65500000000002,108.717,0.0619999999999834,25.435403726708078,59.49068322981366,1009.9012422360249,0.0,1.529192546583851,266.2919254658385,2.0,49.0,2.0,1.0,0,0
LEC,Ferrari,Azerbaijan Grand Prix,Baku,2022-06-12,HARD,True,2.0,9,7.0,108.16000000000001,108.219,0.05899999999998329,25.435403726708078,59.49068322981366,1009.9012422360249,0.0,1.529192546583851,266.2919254658385,3.0,40.0,2.0,1.0,0,0
STR,Aston Martin,Azerbaijan Grand Prix,Baku,2022-06-12,HARD,False,1.0,26,12.0,112.89799999999998,110.70833333333333,-2.1896666666666533,25.435403726708078,59.49068322981366,1009.9012422360249,0.0,1.529192546583851,266.2919254658385,18.0,49.0,3.0,1.0,0,0
STR,Aston Martin,Azerbaijan Grand Prix,Baku,2022-06-12,MEDIUM,False,2.0,11,4.0,108.57666666666667,109.81366666666666,1.2369999999999948,25.435403726708078,59.49068322981366,1009.9012422360249,0.0,1.529192546583851,266.2919254658385,14.0,16.0,6.0,1.0,0,0
